ProjectIdentifier,ProjectName,ProjectDescriptionText,SamplingDesignTypeCode,QAPPApprovedIndicator,QAPPApprovalAgencyName
fishABM_CTDEEP,Ambient Fish Sampling - Monitoring,Ambient Fish Sampling - Monitoring,Targeted,1,EPA
